origin_country,origin_wps_score,origin_region,asylum_country,asylum_wps_score,asylum_region,total_female_displaced,female_percentage
Lebanon,0.575,"MENA, FS",Finland,0.921,DC,10,0.625
Iraq,0.51,"MENA, FS",Ecuador,0.612,LAC,10,0.33333333333333331
Bolivia (Plurinational State of),0.701,LAC,Uruguay,0.822,LAC,10,0.45454545454545453
Türkiye,0.664,CEE&CA,United Rep. of Tanzania,0.624,SSA,10,0.66666666666666663
Benin,0.587,SSA,Togo,0.562,SSA,10,0.35714285714285715
Ghana,0.639,SSA,Argentina,0.791,LAC,10,0.19230769230769232
Costa Rica,0.824,LAC,Ireland,0.891,DC,10,1
Congo,0.583,"SSA, FS",Portugal,0.861,DC,10,0.16393442622950818
Tibetan,,,France,0.864,DC,10,0.32258064516129031
Malaysia,0.738,EAP,Spain,0.862,DC,10,1
Syrian Arab Rep.,0.364,"MENA, FS",Benin,0.587,SSA,10,0.15151515151515152
Suriname,0.779,LAC,France,0.864,DC,10,0.25641025641025639
Tunisia,0.671,MENA,Jordan,0.686,MENA,10,1
Türkiye,0.664,CEE&CA,South Africa,0.648,SSA,10,0.66666666666666663
Lao People's Dem. Rep.,0.698,EAP,Sweden,0.924,DC,10,0.47619047619047616
North Macedonia,0.787,CEE&CA,Spain,0.862,DC,10,0.66666666666666663
Benin,0.587,SSA,Burkina Faso,0.507,"SSA, FS",10,0.45454545454545453
Tajikistan,0.685,CEE&CA,Jordan,0.686,MENA,10,0.5
Panama,0.696,LAC,Italy,0.811,DC,10,0.32258064516129031
Syrian Arab Rep.,0.364,"MENA, FS",Madagascar,0.466,SSA,10,1
Bhutan,0.673,SA,Canada,0.885,DC,10,0.66666666666666663
Türkiye,0.664,CEE&CA,Hungary,0.832,CEE&CA,10,0.27027027027027029
Burkina Faso,0.507,"SSA, FS",Greece,0.752,DC,10,0.21739130434782608
Benin,0.587,SSA,Mauritania,0.475,SSA,10,0.43478260869565216
Pakistan,0.462,SA,Jordan,0.686,MENA,10,0.625
Lebanon,0.575,"MENA, FS",Armenia,0.762,CEE&CA,10,0.22727272727272727
Jordan,0.686,MENA,Iceland,0.932,DC,10,0.66666666666666663
Morocco,0.668,MENA,Jordan,0.686,MENA,10,1
Cambodia,0.667,EAP,Denmark,0.939,DC,10,0.45454545454545453
Viet Nam,0.721,EAP,Philippines,0.607,EAP,10,0.10416666666666667
Congo,0.583,"SSA, FS",Ghana,0.639,SSA,10,0.66666666666666663
Mexico,0.558,LAC,Netherlands (Kingdom of the),0.905,DC,10,0.29411764705882354
Yemen,0.323,"MENA, FS",Ghana,0.639,SSA,10,0.5
Nigeria,0.495,"SSA, FS",Philippines,0.607,EAP,10,0.16393442622950818
Albania,0.731,CEE&CA,Norway,0.924,DC,10,0.29411764705882354
Syrian Arab Rep.,0.364,"MENA, FS",Belarus,0.739,CEE&CA,10,0.4
Canada,0.885,DC,United Kingdom of Great Britain and Northern Ireland,0.864,DC,9,0.20930232558139536
Congo,0.583,"SSA, FS",Ireland,0.891,DC,9,0.5
Paraguay,0.768,LAC,France,0.864,DC,9,0.6428571428571429
Eritrea,,,Georgia,0.798,CEE&CA,9,1
Central African Rep.,0.362,"SSA, FS",Jordan,0.686,MENA,9,1
Senegal,0.657,SSA,Sweden,0.924,DC,9,0.11538461538461539
Türkiye,0.664,CEE&CA,Belarus,0.739,CEE&CA,9,0.47368421052631576
Bangladesh,0.526,SA,Norway,0.924,DC,9,0.21428571428571427
Kuwait,0.723,MENA,Austria,0.898,DC,9,1
Cote d'Ivoire,0.589,SSA,Thailand,0.761,EAP,9,0.52941176470588236
Sri Lanka,0.706,SA,Jordan,0.686,MENA,9,1
Western Sahara,,,United Kingdom of Great Britain and Northern Ireland,0.864,DC,9,0.52941176470588236
Namibia,0.608,SSA,Sweden,0.924,DC,9,0.27272727272727271
Central African Rep.,0.362,"SSA, FS",United Kingdom of Great Britain and Northern Ireland,0.864,DC,9,0.5
Central African Rep.,0.362,"SSA, FS",Denmark,0.939,DC,9,0.5
Israel,0.697,DC,Switzerland,0.877,DC,9,0.42857142857142855
Russian Federation,0.718,CEE&CA,South Africa,0.648,SSA,9,1
Türkiye,0.664,CEE&CA,Georgia,0.798,CEE&CA,9,0.075
Pakistan,0.462,SA,Nigeria,0.495,"SSA, FS",9,1
Sudan,0.397,"MENA, FS",Hungary,0.832,CEE&CA,9,0.14754098360655737
Liberia,0.512,SSA,Morocco,0.668,MENA,9,0.23076923076923078
Uzbekistan,0.674,CEE&CA,Latvia,0.884,CEE&CA,9,0.225
Mali,0.478,"SSA, FS",Austria,0.898,DC,9,0.6428571428571429
Cameroon,0.451,"SSA, FS",Portugal,0.861,DC,9,0.042857142857142858
Burundi,0.407,"SSA, FS",Burkina Faso,0.507,"SSA, FS",9,0.33333333333333331
Cameroon,0.451,"SSA, FS",Kenya,0.542,SSA,9,0.15254237288135594
Peru,0.701,LAC,Austria,0.898,DC,9,0.6428571428571429
United Kingdom of Great Britain and Northern Ireland,0.864,DC,Austria,0.898,DC,9,0.6428571428571429
Uganda,0.587,SSA,Central African Rep.,0.362,"SSA, FS",9,0.6
Kuwait,0.723,MENA,Switzerland,0.877,DC,9,1
Israel,0.697,DC,Netherlands (Kingdom of the),0.905,DC,9,0.23076923076923078
Uzbekistan,0.674,CEE&CA,Finland,0.921,DC,9,0.25714285714285712
Ethiopia,0.516,"SSA, FS",Nigeria,0.495,"SSA, FS",9,0.6
Israel,0.697,DC,Greece,0.752,DC,9,0.52941176470588236
Yemen,0.323,"MENA, FS",Denmark,0.939,DC,9,0.5625
Mauritania,0.475,SSA,Greece,0.752,DC,9,0.32142857142857145
India,0.607,SA,Egypt,0.617,MENA,9,1
Ecuador,0.612,LAC,Brazil,0.632,LAC,9,0.055555555555555552
Rep. of Moldova,0.821,CEE&CA,Greece,0.752,DC,9,0.47368421052631576
Nigeria,0.495,"SSA, FS",Uganda,0.587,SSA,9,1
Tunisia,0.671,MENA,Denmark,0.939,DC,9,0.26470588235294118
Nicaragua,0.659,LAC,Ecuador,0.612,LAC,9,1
United Arab Emirates,0.872,MENA,Belgium,0.912,DC,9,1
Cote d'Ivoire,0.589,SSA,Dem. Rep. of the Congo,0.583,"SSA, FS",9,1
Gambia,0.528,SSA,Portugal,0.861,DC,9,0.032028469750889681
Comoros,0.59,"SSA, FS",Germany,0.869,DC,9,1
Ghana,0.639,SSA,Sweden,0.924,DC,9,0.140625
Rwanda,0.624,SSA,China,0.685,EAP,9,1
Chad,0.476,"SSA, FS",Cote d'Ivoire,0.589,SSA,9,0.6428571428571429
Syrian Arab Rep.,0.364,"MENA, FS",China,0.685,EAP,9,0.5
South Africa,0.648,SSA,Costa Rica,0.824,LAC,9,0.6428571428571429
Mali,0.478,"SSA, FS",Liberia,0.512,SSA,9,0.47368421052631576
North Macedonia,0.787,CEE&CA,Liechtenstein,,,9,1
Paraguay,0.768,LAC,Uruguay,0.822,LAC,9,0.6428571428571429
Guyana,0.77,LAC,Brazil,0.632,LAC,9,0.043902439024390241
Stateless,,,Czechia,0.832,CEE&CA,9,0.016917293233082706
Kazakhstan,0.722,CEE&CA,Romania,0.801,CEE&CA,9,0.6428571428571429
Portugal,0.861,DC,Germany,0.869,DC,9,1
Ghana,0.639,SSA,Morocco,0.668,MENA,9,0.34615384615384615
Sri Lanka,0.706,SA,Portugal,0.861,DC,9,0.47368421052631576
Guinea,0.527,SSA,Romania,0.801,CEE&CA,9,0.28125
Sudan,0.397,"MENA, FS",United Arab Emirates,0.872,MENA,9,1
Ethiopia,0.516,"SSA, FS",Syrian Arab Rep.,0.364,"MENA, FS",9,1
Mongolia,0.799,EAP,Belgium,0.912,DC,9,1
Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,Czechia,0.832,CEE&CA,9,0.6428571428571429
Eritrea,,,Dem. Rep. of the Congo,0.583,"SSA, FS",9,0.6428571428571429
Lebanon,0.575,"MENA, FS",Chile,0.739,LAC,9,0.52941176470588236
Liberia,0.512,SSA,Gambia,0.528,SSA,9,0.47368421052631576
Burundi,0.407,"SSA, FS",Niger,0.492,"SSA, FS",9,1
Maldives,0.704,SA,Norway,0.924,DC,9,1
Rep. of Moldova,0.821,CEE&CA,Czechia,0.832,CEE&CA,9,0.055214723926380369
Liberia,0.512,SSA,Saudi Arabia,0.739,MENA,9,1
Chad,0.476,"SSA, FS",Syrian Arab Rep.,0.364,"MENA, FS",9,1
Niger,0.492,"SSA, FS",Tunisia,0.671,MENA,9,0.31034482758620691
Rwanda,0.624,SSA,Italy,0.811,DC,9,0.29032258064516131
Mozambique,0.548,"SSA, FS",Eswatini,0.556,SSA,9,0.45
Algeria,0.621,MENA,Pakistan,0.462,SA,9,0.40909090909090912
Burkina Faso,0.507,"SSA, FS",Senegal,0.657,SSA,9,1
Bangladesh,0.526,SA,India,0.607,SA,9,1
Barbados,0.807,LAC,United Kingdom of Great Britain and Northern Ireland,0.864,DC,9,0.31034482758620691
Cote d'Ivoire,0.589,SSA,Croatia,0.788,CEE&CA,9,0.6
United Rep. of Tanzania,0.624,SSA,Ireland,0.891,DC,9,0.42857142857142855
Nigeria,0.495,"SSA, FS",Portugal,0.861,DC,9,0.003667481662591687
Russian Federation,0.718,CEE&CA,Portugal,0.861,DC,9,0.014084507042253521
Russian Federation,0.718,CEE&CA,Slovenia,0.889,CEE&CA,9,0.081081081081081086
United Kingdom of Great Britain and Northern Ireland,0.864,DC,Belgium,0.912,DC,9,0.45
Sierra Leone,0.601,SSA,Portugal,0.861,DC,9,0.20930232558139536
Gambia,0.528,SSA,Mauritania,0.475,SSA,9,1
Eritrea,,,Morocco,0.668,MENA,8,0.0975609756097561
Togo,0.562,SSA,Austria,0.898,DC,8,0.5714285714285714
South Sudan,0.411,"SSA, FS",Portugal,0.861,DC,8,0.5
Malawi,0.549,SSA,Belgium,0.912,DC,8,1
State of Palestine,,,Slovenia,0.889,CEE&CA,8,0.14814814814814814
Nigeria,0.495,"SSA, FS",Eswatini,0.556,SSA,8,0.5
Türkiye,0.664,CEE&CA,Zambia,0.566,SSA,8,0.30769230769230771
Nigeria,0.495,"SSA, FS",India,0.607,SA,8,0.36363636363636365
Yemen,0.323,"MENA, FS",Portugal,0.861,DC,8,0.61538461538461542
Yemen,0.323,"MENA, FS",Brazil,0.632,LAC,8,0.10810810810810811
Albania,0.731,CEE&CA,Luxembourg,0.918,DC,8,0.22857142857142856
Somalia,0.455,"MENA, FS",Qatar,0.723,MENA,8,1
Iraq,0.51,"MENA, FS",Sudan,0.397,"MENA, FS",8,0.29629629629629628
Burundi,0.407,"SSA, FS",Sudan,0.397,"MENA, FS",8,0.53333333333333333
Nepal,0.631,SA,Brazil,0.632,LAC,8,0.050314465408805034
Morocco,0.668,MENA,Portugal,0.861,DC,8,0.0075901328273244783
Germany,0.869,DC,Norway,0.924,DC,8,0.25806451612903225
Dem. People's Rep. of Korea,,,Luxembourg,0.918,DC,8,1
Romania,0.801,CEE&CA,Denmark,0.939,DC,8,0.24242424242424243
Georgia,0.798,CEE&CA,Norway,0.924,DC,8,0.13559322033898305
Honduras,0.561,LAC,Brazil,0.632,LAC,8,0.2857142857142857
Mexico,0.558,LAC,Switzerland,0.877,DC,8,0.61538461538461542
Sudan,0.397,"MENA, FS",Cote d'Ivoire,0.589,SSA,8,1
Mexico,0.558,LAC,Uruguay,0.822,LAC,8,0.61538461538461542
Thailand,0.761,EAP,Denmark,0.939,DC,8,0.4
Eritrea,,,Brazil,0.632,LAC,8,0.53333333333333333
Djibouti,0.56,MENA,Egypt,0.617,MENA,8,0.18604651162790697
Peru,0.701,LAC,Norway,0.924,DC,8,0.5
Eritrea,,,Cote d'Ivoire,0.589,SSA,8,1
Gambia,0.528,SSA,Denmark,0.939,DC,8,0.42105263157894735
Thailand,0.761,EAP,Spain,0.862,DC,8,0.53333333333333333
Czechia,0.832,CEE&CA,Denmark,0.939,DC,8,0.44444444444444442
Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,Spain,0.862,DC,8,0.2
Honduras,0.561,LAC,Sweden,0.924,DC,8,0.47058823529411764
Zambia,0.566,SSA,Denmark,0.939,DC,8,0.61538461538461542
Botswana,0.658,SSA,Germany,0.869,DC,8,0.61538461538461542
Georgia,0.798,CEE&CA,Latvia,0.884,CEE&CA,8,0.32
Austria,0.898,DC,Canada,0.885,DC,8,0.30769230769230771
Somalia,0.455,"MENA, FS",Georgia,0.798,CEE&CA,8,1
Afghanistan,0.279,"SA, FS",Argentina,0.791,LAC,8,0.2857142857142857
Belize,0.667,LAC,Canada,0.885,DC,8,0.53333333333333333
Ethiopia,0.516,"SSA, FS",Georgia,0.798,CEE&CA,8,1
Belarus,0.739,CEE&CA,Georgia,0.798,CEE&CA,8,0.42105263157894735
Russian Federation,0.718,CEE&CA,Belarus,0.739,CEE&CA,8,1
Senegal,0.657,SSA,Guinea-Bissau,0.508,"SSA, FS",8,1
Latvia,0.884,CEE&CA,Canada,0.885,DC,8,0.61538461538461542
Rwanda,0.624,SSA,Burkina Faso,0.507,"SSA, FS",8,1
Saudi Arabia,0.739,MENA,Indonesia,0.678,EAP,8,1
Angola,0.601,SSA,Denmark,0.939,DC,8,1
Chile,0.739,LAC,Ecuador,0.612,LAC,8,0.61538461538461542
Brazil,0.632,LAC,Greece,0.752,DC,8,0.61538461538461542
Rwanda,0.624,SSA,Romania,0.801,CEE&CA,8,0.53333333333333333
Gabon,0.679,SSA,Spain,0.862,DC,8,0.61538461538461542
Dem. Rep. of the Congo,0.583,"SSA, FS",Ecuador,0.612,LAC,8,1
Guinea-Bissau,0.508,"SSA, FS",Argentina,0.791,LAC,8,1
Myanmar,0.442,"EAP, FS",Greece,0.752,DC,8,0.25806451612903225
Egypt,0.617,MENA,Portugal,0.861,DC,8,0.084210526315789472
United States of America,0.84,DC,Belgium,0.912,DC,8,0.44444444444444442
Libya,0.608,"MENA, FS",Iceland,0.932,DC,8,0.26666666666666666
Mali,0.478,"SSA, FS",Chad,0.476,"SSA, FS",8,0.4
Turkmenistan,0.72,CEE&CA,Greece,0.752,DC,8,1
South Africa,0.648,SSA,Belgium,0.912,DC,8,0.44444444444444442
Bolivia (Plurinational State of),0.701,LAC,Chile,0.739,LAC,8,1
Tunisia,0.671,MENA,Argentina,0.791,LAC,8,1
Viet Nam,0.721,EAP,Czechia,0.832,CEE&CA,8,0.064516129032258063
Togo,0.562,SSA,Portugal,0.861,DC,8,1
Honduras,0.561,LAC,Iceland,0.932,DC,8,0.61538461538461542
Ghana,0.639,SSA,Chile,0.739,LAC,8,1
Iraq,0.51,"MENA, FS",Chile,0.739,LAC,8,0.5714285714285714
Dem. People's Rep. of Korea,,,Belgium,0.912,DC,8,0.5
Burundi,0.407,"SSA, FS",Mali,0.478,"SSA, FS",8,0.47058823529411764
Ukraine,0.645,"CEE&CA, FS",Nepal,0.631,SA,8,1
Pakistan,0.462,SA,Armenia,0.762,CEE&CA,8,1
India,0.607,SA,Belgium,0.912,DC,8,0.19047619047619047
Russian Federation,0.718,CEE&CA,Armenia,0.762,CEE&CA,8,0.12698412698412698
Kyrgyzstan,0.697,CEE&CA,Czechia,0.832,CEE&CA,8,0.24242424242424243
Gabon,0.679,SSA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,8,0.5714285714285714
Türkiye,0.664,CEE&CA,Armenia,0.762,CEE&CA,8,0.1702127659574468
Jordan,0.686,MENA,Ethiopia,0.516,"SSA, FS",8,0.42105263157894735
Colombia,0.551,LAC,Honduras,0.561,LAC,8,0.000479415113561455
Cameroon,0.451,"SSA, FS",Senegal,0.657,SSA,8,0.47058823529411764
Nepal,0.631,SA,Mexico,0.558,LAC,8,1
Liberia,0.512,SSA,Austria,0.898,DC,8,1
Panama,0.696,LAC,Ireland,0.891,DC,8,0.29629629629629628
Argentina,0.791,LAC,Belgium,0.912,DC,8,0.53333333333333333
Burundi,0.407,"SSA, FS",Tunisia,0.671,MENA,8,1
France,0.864,DC,Mexico,0.558,LAC,8,0.5714285714285714
Ethiopia,0.516,"SSA, FS",Mexico,0.558,LAC,8,0.21052631578947367
Malawi,0.549,SSA,Netherlands (Kingdom of the),0.905,DC,8,0.5
Eritrea,,,Mexico,0.558,LAC,8,0.17391304347826086
Senegal,0.657,SSA,Austria,0.898,DC,8,0.38095238095238093
Germany,0.869,DC,Switzerland,0.877,DC,8,1
Poland,0.854,CEE&CA,Paraguay,0.768,LAC,8,1
Costa Rica,0.824,LAC,El Salvador,0.691,LAC,8,1
Kazakhstan,0.722,CEE&CA,Finland,0.921,DC,8,0.44444444444444442
Viet Nam,0.721,EAP,Austria,0.898,DC,8,0.33333333333333331
United Arab Emirates,0.872,MENA,France,0.864,DC,8,1
Syrian Arab Rep.,0.364,"MENA, FS",Paraguay,0.768,LAC,8,0.081632653061224483
Azerbaijan,0.653,CEE&CA,Hungary,0.832,CEE&CA,8,0.42105263157894735
Dem. Rep. of the Congo,0.583,"SSA, FS",Hungary,0.832,CEE&CA,8,0.32
Somalia,0.455,"MENA, FS",Czechia,0.832,CEE&CA,7,0.5
Niger,0.492,"SSA, FS",Greece,0.752,DC,7,0.5
Cote d'Ivoire,0.589,SSA,Ireland,0.891,DC,7,0.30434782608695654
Grenada,0.787,LAC,Trinidad and Tobago,0.685,LAC,7,1
China,0.685,EAP,Hungary,0.832,CEE&CA,7,0.3888888888888889
North Macedonia,0.787,CEE&CA,Norway,0.924,DC,7,0.26923076923076922
Philippines,0.607,EAP,Switzerland,0.877,DC,7,0.58333333333333337
Malaysia,0.738,EAP,Denmark,0.939,DC,7,0.5
Philippines,0.607,EAP,Brazil,0.632,LAC,7,0.022801302931596091
Zimbabwe,0.59,"SSA, FS",Zambia,0.566,SSA,7,0.28
Armenia,0.762,CEE&CA,Luxembourg,0.918,DC,7,0.35
Uganda,0.587,SSA,Eswatini,0.556,SSA,7,0.53846153846153844
United Rep. of Tanzania,0.624,SSA,Switzerland,0.877,DC,7,0.35
Chad,0.476,"SSA, FS",Algeria,0.621,MENA,7,0.12962962962962962
Cote d'Ivoire,0.589,SSA,Hungary,0.832,CEE&CA,7,0.46666666666666667
Mongolia,0.799,EAP,Netherlands (Kingdom of the),0.905,DC,7,0.20588235294117646
North Macedonia,0.787,CEE&CA,Ireland,0.891,DC,7,1
Sudan,0.397,"MENA, FS",Gambia,0.528,SSA,7,0.46666666666666667
South Sudan,0.411,"SSA, FS",Burundi,0.407,"SSA, FS",7,1
Saudi Arabia,0.739,MENA,Austria,0.898,DC,7,0.58333333333333337
Egypt,0.617,MENA,Tunisia,0.671,MENA,7,1
Ecuador,0.612,LAC,Ireland,0.891,DC,7,1
Israel,0.697,DC,Hungary,0.832,CEE&CA,7,0.36842105263157893
Türkiye,0.664,CEE&CA,Mauritania,0.475,SSA,7,1
Libya,0.608,"MENA, FS",Algeria,0.621,MENA,7,0.2413793103448276
Chad,0.476,"SSA, FS",South Sudan,0.411,"SSA, FS",7,0.26923076923076922
Armenia,0.762,CEE&CA,Czechia,0.832,CEE&CA,7,0.14893617021276595
Morocco,0.668,MENA,Brazil,0.632,LAC,7,0.0055555555555555558
Bulgaria,0.814,CEE&CA,Belgium,0.912,DC,7,0.41176470588235292
Antigua and Barbuda,,,United Kingdom of Great Britain and Northern Ireland,0.864,DC,7,0.20588235294117646
Bulgaria,0.814,CEE&CA,Sweden,0.924,DC,7,0.30434782608695654
Kenya,0.542,SSA,Brazil,0.632,LAC,7,0.23333333333333334
Colombia,0.551,LAC,Croatia,0.788,CEE&CA,7,1
Yemen,0.323,"MENA, FS",Montenegro,0.743,CEE&CA,7,1
Oman,0.755,MENA,Germany,0.869,DC,7,0.41176470588235292
Syrian Arab Rep.,0.364,"MENA, FS",Cameroon,0.451,"SSA, FS",7,0.5
Afghanistan,0.279,"SA, FS",Togo,0.562,SSA,7,1
Djibouti,0.56,MENA,Yemen,0.323,"MENA, FS",7,0.58333333333333337
Stateless,,,Bosnia and Herzegovina,0.753,CEE&CA,7,0.58333333333333337
Gambia,0.528,SSA,Tunisia,0.671,MENA,7,1
Haiti,0.399,"LAC, FS",Italy,0.811,DC,7,0.58333333333333337
Morocco,0.668,MENA,Cameroon,0.451,"SSA, FS",7,1
Jordan,0.686,MENA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,7,0.41176470588235292
Togo,0.562,SSA,Cote d'Ivoire,0.589,SSA,7,0.28
Senegal,0.657,SSA,Uruguay,0.822,LAC,7,0.033653846153846152
Uzbekistan,0.674,CEE&CA,Hungary,0.832,CEE&CA,7,0.58333333333333337
Comoros,0.59,"SSA, FS",Senegal,0.657,SSA,7,0.58333333333333337
Tajikistan,0.685,CEE&CA,Denmark,0.939,DC,7,0.53846153846153844
Ethiopia,0.516,"SSA, FS",Brazil,0.632,LAC,7,0.23333333333333334
Djibouti,0.56,MENA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,7,0.53846153846153844
Angola,0.601,SSA,Indonesia,0.678,EAP,7,1
Gabon,0.679,SSA,Senegal,0.657,SSA,7,1
Gambia,0.528,SSA,Egypt,0.617,MENA,7,1
Somalia,0.455,"MENA, FS",Mexico,0.558,LAC,7,0.071428571428571425
Suriname,0.779,LAC,Mexico,0.558,LAC,7,0.33333333333333331
Djibouti,0.56,MENA,Norway,0.924,DC,7,0.26923076923076922
Egypt,0.617,MENA,Iceland,0.932,DC,7,0.58333333333333337
Iran (Islamic Rep. of),0.608,SA,Montenegro,0.743,CEE&CA,7,0.33333333333333331
Cote d'Ivoire,0.589,SSA,Portugal,0.861,DC,7,0.11864406779661017
Türkiye,0.664,CEE&CA,Mexico,0.558,LAC,7,0.15909090909090909
Syrian Arab Rep.,0.364,"MENA, FS",Guinea,0.527,SSA,7,0.5
Chile,0.739,LAC,Uruguay,0.822,LAC,7,0.35
Nigeria,0.495,"SSA, FS",Lebanon,0.575,"MENA, FS",7,0.1891891891891892
Lebanon,0.575,"MENA, FS",Romania,0.801,CEE&CA,7,0.30434782608695654
Guinea-Bissau,0.508,"SSA, FS",United Kingdom of Great Britain and Northern Ireland,0.864,DC,7,0.25925925925925924
Guinea,0.527,SSA,South Africa,0.648,SSA,7,0.35
Ethiopia,0.516,"SSA, FS",Mauritania,0.475,SSA,7,1
Rep. of Moldova,0.821,CEE&CA,Estonia,0.896,CEE&CA,7,0.30434782608695654
Myanmar,0.442,"EAP, FS",Spain,0.862,DC,7,0.36842105263157893
Belgium,0.912,DC,Germany,0.869,DC,7,1
Angola,0.601,SSA,Uruguay,0.822,LAC,7,0.5
Australia,0.896,DC,Canada,0.885,DC,7,0.58333333333333337
Pakistan,0.462,SA,Chile,0.739,LAC,7,1
Iran (Islamic Rep. of),0.608,SA,Latvia,0.884,CEE&CA,7,0.28
Malaysia,0.738,EAP,Sweden,0.924,DC,7,0.33333333333333331
Benin,0.587,SSA,Ghana,0.639,SSA,7,0.58333333333333337
Uzbekistan,0.674,CEE&CA,Egypt,0.617,MENA,7,1
Bosnia and Herzegovina,0.753,CEE&CA,Canada,0.885,DC,7,0.41176470588235292
Myanmar,0.442,"EAP, FS",Romania,0.801,CEE&CA,7,0.35
Hungary,0.832,CEE&CA,Austria,0.898,DC,7,1
Cameroon,0.451,"SSA, FS",Luxembourg,0.918,DC,7,0.053846153846153849
United Rep. of Tanzania,0.624,SSA,Italy,0.811,DC,7,0.41176470588235292
Ethiopia,0.516,"SSA, FS",Ghana,0.639,SSA,7,0.36842105263157893
State of Palestine,,,Ghana,0.639,SSA,7,0.36842105263157893
South Africa,0.648,SSA,Sweden,0.924,DC,7,0.58333333333333337
Libya,0.608,"MENA, FS",Ghana,0.639,SSA,7,1
Argentina,0.791,LAC,Ireland,0.891,DC,7,0.35
India,0.607,SA,Georgia,0.798,CEE&CA,7,0.1891891891891892
State of Palestine,,,Georgia,0.798,CEE&CA,7,0.53846153846153844
Türkiye,0.664,CEE&CA,Liberia,0.512,SSA,7,0.4375
Afghanistan,0.279,"SA, FS",United Rep. of Tanzania,0.624,SSA,7,1
Sierra Leone,0.601,SSA,Niger,0.492,"SSA, FS",7,1
Saudi Arabia,0.739,MENA,Norway,0.924,DC,7,0.58333333333333337
Bangladesh,0.526,SA,Chile,0.739,LAC,7,1
Togo,0.562,SSA,Nigeria,0.495,"SSA, FS",7,0.5
Somalia,0.455,"MENA, FS",Nigeria,0.495,"SSA, FS",7,0.41176470588235292
Namibia,0.608,SSA,Costa Rica,0.824,LAC,7,0.5
Stateless,,,Jordan,0.686,MENA,7,0.41176470588235292
Ukraine,0.645,"CEE&CA, FS",United Rep. of Tanzania,0.624,SSA,7,0.53846153846153844
Yemen,0.323,"MENA, FS",Kuwait,0.723,MENA,7,1
Eritrea,,,Argentina,0.791,LAC,7,0.58333333333333337
Guinea,0.527,SSA,Finland,0.921,DC,7,0.33333333333333331
Uganda,0.587,SSA,Mozambique,0.548,"SSA, FS",7,0.30434782608695654
Dem. People's Rep. of Korea,,,United Kingdom of Great Britain and Northern Ireland,0.864,DC,7,0.15555555555555556
Uruguay,0.822,LAC,Germany,0.869,DC,7,1
India,0.607,SA,Kenya,0.542,SSA,7,1
Jordan,0.686,MENA,Argentina,0.791,LAC,7,1
Turkmenistan,0.72,CEE&CA,Belgium,0.912,DC,7,0.3888888888888889
North Macedonia,0.787,CEE&CA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,7,0.23333333333333334
Zimbabwe,0.59,"SSA, FS",Belgium,0.912,DC,7,1
Ethiopia,0.516,"SSA, FS",China,0.685,EAP,7,0.3888888888888889
Dem. Rep. of the Congo,0.583,"SSA, FS",Thailand,0.761,EAP,7,0.41176470588235292
Zimbabwe,0.59,"SSA, FS",Kenya,0.542,SSA,7,0.46666666666666667
Central African Rep.,0.362,"SSA, FS",Kenya,0.542,SSA,7,0.5
Sri Lanka,0.706,SA,Philippines,0.607,EAP,6,0.2857142857142857
Egypt,0.617,MENA,Thailand,0.761,EAP,6,0.3
Nigeria,0.495,"SSA, FS",Ecuador,0.612,LAC,6,0.16216216216216217
Central African Rep.,0.362,"SSA, FS",Portugal,0.861,DC,6,1
Viet Nam,0.721,EAP,Greece,0.752,DC,6,1
Eritrea,,,Chad,0.476,"SSA, FS",6,0.22222222222222221
Syrian Arab Rep.,0.364,"MENA, FS",Uganda,0.587,SSA,6,0.1276595744680851
Congo,0.583,"SSA, FS",Chad,0.476,"SSA, FS",6,0.54545454545454541
Burundi,0.407,"SSA, FS",Chad,0.476,"SSA, FS",6,1
Jordan,0.686,MENA,Greece,0.752,DC,6,0.54545454545454541
Mauritania,0.475,SSA,United Kingdom of Great Britain and Northern Ireland,0.864,DC,6,0.25
Cote d'Ivoire,0.589,SSA,Benin,0.587,SSA,6,0.20689655172413793
Peru,0.701,LAC,United Kingdom of Great Britain and Northern Ireland,0.864,DC,6,0.031413612565445025
Italy,0.811,DC,Costa Rica,0.824,LAC,6,0.27272727272727271
Antigua and Barbuda,,,Ireland,0.891,DC,6,1
Egypt,0.617,MENA,Nigeria,0.495,"SSA, FS",6,1
Burundi,0.407,"SSA, FS",Mauritius,0.679,SSA,6,0.3
Liberia,0.512,SSA,Nigeria,0.495,"SSA, FS",6,0.54545454545454541
South Sudan,0.411,"SSA, FS",Lebanon,0.575,"MENA, FS",6,0.13333333333333333
Angola,0.601,SSA,Central African Rep.,0.362,"SSA, FS",6,0.5
Jamaica,0.703,LAC,Costa Rica,0.824,LAC,6,0.10344827586206896
Zambia,0.566,SSA,Greece,0.752,DC,6,1
Cameroon,0.451,"SSA, FS",Ecuador,0.612,LAC,6,0.23076923076923078
Norway,0.924,DC,Canada,0.885,DC,6,0.31578947368421051
Türkiye,0.664,CEE&CA,Czechia,0.832,CEE&CA,6,0.1
